id,model,seed,regime,condition,phase,checkpoint_kind,generated_length_chars,generated_empty,judge_input_at_limit,judge_generated,judge_chosen,judge_rejected,judge_chosen_input_at_limit,judge_rejected_input_at_limit,judge_reference_correct,judge_reference_tie,judge_win_vs_rejected,judge_gap_vs_rejected,judge_gap_to_chosen
test:2202,Qwen3-8B,48,benign,norm_matched,6,final,5,0.0,0.0,0.018550893291831017,0.018550893291831017,0.023374482989311218,0.0,0.0,0.0,0.0,0.0,-0.004823589697480202,0.0
test:1068,Qwen3-8B,48,benign,norm_matched,6,final,15,0.0,0.0,0.04208176210522652,0.04208176210522652,0.04248104989528656,0.0,0.0,0.0,0.0,0.0,-0.00039928779006004333,0.0
test:913,Qwen3-8B,48,benign,norm_matched,6,final,27,0.0,0.0,0.009242363274097443,0.016749488189816475,0.016704345121979713,0.0,0.0,1.0,0.0,0.0,-0.007461981847882271,-0.007507124915719032
test:1076,Qwen3-8B,48,benign,norm_matched,6,final,29,0.0,0.0,0.02146611548960209,0.03724002093076706,0.025824004784226418,0.0,0.0,1.0,0.0,0.0,-0.004357889294624329,-0.01577390544116497
test:563,Qwen3-8B,48,benign,norm_matched,6,final,27,0.0,0.0,0.020562997087836266,0.016066424548625946,0.02636353112757206,0.0,0.0,0.0,0.0,0.0,-0.005800534039735794,0.0044965725392103195
test:463,Qwen3-8B,48,benign,norm_matched,6,final,29,0.0,0.0,0.009649215266108513,0.02182602882385254,0.01948607712984085,0.0,0.0,1.0,0.0,0.0,-0.009836861863732338,-0.012176813557744026
test:1684,Qwen3-8B,48,benign,norm_matched,6,final,22,0.0,0.0,0.04732184484601021,0.036126960068941116,0.03402604162693024,0.0,0.0,1.0,0.0,1.0,0.013295803219079971,0.011194884777069092
test:2243,Qwen3-8B,48,benign,norm_matched,6,final,22,0.0,0.0,0.057403821498155594,0.04976780340075493,0.0423014871776104,0.0,0.0,1.0,0.0,1.0,0.015102334320545197,0.007636018097400665
test:1507,Qwen3-8B,48,benign,norm_matched,6,final,29,0.0,0.0,0.03883954882621765,0.06190505251288414,0.046463336795568466,0.0,0.0,1.0,0.0,0.0,-0.007623787969350815,-0.02306550368666649
test:797,Qwen3-8B,48,benign,norm_matched,6,final,35,0.0,0.0,0.026276711374521255,0.029906777665019035,0.028807969763875008,0.0,0.0,1.0,0.0,0.0,-0.002531258389353752,-0.00363006629049778
test:991,Qwen3-8B,48,benign,norm_matched,6,final,20,0.0,0.0,0.03980504348874092,0.030911728739738464,0.03192680701613426,0.0,0.0,0.0,0.0,1.0,0.007878236472606659,0.008893314749002457
test:109,Qwen3-8B,48,benign,norm_matched,6,final,36,0.0,0.0,0.004721682984381914,0.029563112184405327,0.01732722669839859,0.0,0.0,1.0,0.0,0.0,-0.012605543714016676,-0.024841429200023413
test:1456,Qwen3-8B,48,benign,norm_matched,6,final,32,0.0,0.0,0.020368922501802444,0.0406775176525116,0.03568048030138016,0.0,0.0,1.0,0.0,0.0,-0.015311557799577713,-0.020308595150709152
test:1171,Qwen3-8B,48,benign,norm_matched,6,final,36,0.0,0.0,0.0161051694303751,0.02699217014014721,0.032836396247148514,0.0,0.0,0.0,0.0,0.0,-0.016731226816773415,-0.01088700070977211
test:1045,Qwen3-8B,48,benign,norm_matched,6,final,38,0.0,0.0,0.046980906277894974,0.04116295650601387,0.01616520620882511,0.0,0.0,1.0,0.0,1.0,0.030815700069069862,0.0058179497718811035
test:897,Qwen3-8B,48,benign,norm_matched,6,final,34,0.0,0.0,0.03335362672805786,0.03125502169132233,0.03049316257238388,0.0,0.0,1.0,0.0,1.0,0.0028604641556739807,0.0020986050367355347
test:427,Qwen3-8B,48,benign,norm_matched,6,final,29,0.0,0.0,0.03324897214770317,0.030951503664255142,0.03279354050755501,0.0,0.0,0.0,0.0,1.0,0.00045543164014816284,0.0022974684834480286
test:536,Qwen3-8B,48,benign,norm_matched,6,final,42,0.0,0.0,0.017231447622179985,0.04030132666230202,0.024125711992383003,0.0,0.0,1.0,0.0,0.0,-0.006894264370203018,-0.023069879040122032
test:1556,Qwen3-8B,48,benign,norm_matched,6,final,45,0.0,0.0,0.025685343891382217,0.021890928968787193,0.031628306955099106,0.0,0.0,0.0,0.0,0.0,-0.005942963063716888,0.003794414922595024
test:1638,Qwen3-8B,48,benign,norm_matched,6,final,47,0.0,0.0,0.025241345167160034,0.028568774461746216,0.025720244273543358,0.0,0.0,1.0,0.0,0.0,-0.00047889910638332367,-0.0033274292945861816
test:481,Qwen3-8B,48,benign,norm_matched,6,final,50,0.0,0.0,0.015491007827222347,0.030039548873901367,0.036054398864507675,0.0,0.0,0.0,0.0,0.0,-0.020563391037285328,-0.01454854104667902
test:640,Qwen3-8B,48,benign,norm_matched,6,final,27,0.0,0.0,0.015110797248780727,0.03218264877796173,0.02387271448969841,0.0,0.0,1.0,0.0,0.0,-0.008761917240917683,-0.017071851529181004
