id,model,seed,regime,condition,phase,checkpoint_kind,generated_length_chars,generated_empty,judge_input_at_limit,judge_generated,judge_chosen,judge_rejected,judge_chosen_input_at_limit,judge_rejected_input_at_limit,judge_reference_correct,judge_reference_tie,judge_win_vs_rejected,judge_gap_vs_rejected,judge_gap_to_chosen
test:2202,Qwen3-8B,45,benign,norm_matched,6,final,5,0.0,0.0,0.018550893291831017,0.018550893291831017,0.023374482989311218,0.0,0.0,0.0,0.0,0.0,-0.004823589697480202,0.0
test:1068,Qwen3-8B,45,benign,norm_matched,6,final,30,0.0,0.0,0.018888749182224274,0.04208176210522652,0.04248104989528656,0.0,0.0,0.0,0.0,0.0,-0.023592300713062286,-0.023193012923002243
test:913,Qwen3-8B,45,benign,norm_matched,6,final,37,0.0,0.0,0.011145324446260929,0.016749488189816475,0.016704345121979713,0.0,0.0,1.0,0.0,0.0,-0.005559020675718784,-0.005604163743555546
test:1076,Qwen3-8B,45,benign,norm_matched,6,final,29,0.0,0.0,0.01443325076252222,0.03724002093076706,0.025824004784226418,0.0,0.0,1.0,0.0,0.0,-0.011390754021704197,-0.02280677016824484
test:563,Qwen3-8B,45,benign,norm_matched,6,final,29,0.0,0.0,0.006356143392622471,0.016066424548625946,0.02636353112757206,0.0,0.0,0.0,0.0,0.0,-0.02000738773494959,-0.009710281156003475
test:463,Qwen3-8B,45,benign,norm_matched,6,final,36,0.0,0.0,0.021898627281188965,0.02182602882385254,0.01948607712984085,0.0,0.0,1.0,0.0,1.0,0.002412550151348114,7.259845733642578e-05
test:1684,Qwen3-8B,45,benign,norm_matched,6,final,30,0.0,0.0,0.020558636635541916,0.036126960068941116,0.03402604162693024,0.0,0.0,1.0,0.0,0.0,-0.013467404991388321,-0.0155683234333992
test:2243,Qwen3-8B,45,benign,norm_matched,6,final,30,0.0,0.0,0.021635334938764572,0.04976780340075493,0.0423014871776104,0.0,0.0,1.0,0.0,0.0,-0.020666152238845825,-0.028132468461990356
test:1507,Qwen3-8B,45,benign,norm_matched,6,final,21,0.0,0.0,0.051604777574539185,0.06190505251288414,0.046463336795568466,0.0,0.0,1.0,0.0,1.0,0.005141440778970718,-0.010300274938344955
test:797,Qwen3-8B,45,benign,norm_matched,6,final,24,0.0,0.0,0.019375845789909363,0.029906777665019035,0.028807969763875008,0.0,0.0,1.0,0.0,0.0,-0.009432123973965645,-0.010530931875109673
test:991,Qwen3-8B,45,benign,norm_matched,6,final,20,0.0,0.0,0.02704666368663311,0.030911728739738464,0.03192680701613426,0.0,0.0,0.0,0.0,0.0,-0.004880143329501152,-0.0038650650531053543
test:109,Qwen3-8B,45,benign,norm_matched,6,final,37,0.0,0.0,0.008402172476053238,0.029563112184405327,0.01732722669839859,0.0,0.0,1.0,0.0,0.0,-0.008925054222345352,-0.02116093970835209
test:1456,Qwen3-8B,45,benign,norm_matched,6,final,15,0.0,0.0,0.0406775176525116,0.0406775176525116,0.03568048030138016,0.0,0.0,1.0,0.0,1.0,0.004997037351131439,0.0
test:1171,Qwen3-8B,45,benign,norm_matched,6,final,24,0.0,0.0,0.02777121588587761,0.02699217014014721,0.032836396247148514,0.0,0.0,0.0,0.0,0.0,-0.0050651803612709045,0.0007790457457304001
test:1045,Qwen3-8B,45,benign,norm_matched,6,final,38,0.0,0.0,0.046980906277894974,0.04116295650601387,0.01616520620882511,0.0,0.0,1.0,0.0,1.0,0.030815700069069862,0.0058179497718811035
test:897,Qwen3-8B,45,benign,norm_matched,6,final,36,0.0,0.0,0.029028579592704773,0.03125502169132233,0.03049316257238388,0.0,0.0,1.0,0.0,0.0,-0.0014645829796791077,-0.0022264420986175537
test:427,Qwen3-8B,45,benign,norm_matched,6,final,4,0.0,0.0,0.032327864319086075,0.030951503664255142,0.03279354050755501,0.0,0.0,0.0,0.0,0.0,-0.0004656761884689331,0.0013763606548309326
test:536,Qwen3-8B,45,benign,norm_matched,6,final,42,0.0,0.0,0.021050898358225822,0.04030132666230202,0.024125711992383003,0.0,0.0,1.0,0.0,0.0,-0.003074813634157181,-0.019250428304076195
test:1556,Qwen3-8B,45,benign,norm_matched,6,final,44,0.0,0.0,0.035222701728343964,0.021890928968787193,0.031628306955099106,0.0,0.0,0.0,0.0,1.0,0.003594394773244858,0.01333177275955677
test:1638,Qwen3-8B,45,benign,norm_matched,6,final,34,0.0,0.0,0.011875742115080357,0.028568774461746216,0.025720244273543358,0.0,0.0,1.0,0.0,0.0,-0.013844502158463001,-0.01669303234666586
test:481,Qwen3-8B,45,benign,norm_matched,6,final,10,0.0,0.0,0.03200926631689072,0.030039548873901367,0.036054398864507675,0.0,0.0,0.0,0.0,0.0,-0.004045132547616959,0.0019697174429893494
test:640,Qwen3-8B,45,benign,norm_matched,6,final,36,0.0,0.0,0.025936977937817574,0.03218264877796173,0.02387271448969841,0.0,0.0,1.0,0.0,1.0,0.0020642634481191635,-0.006245670840144157
test:903,Qwen3-8B,45,benign,norm_matched,6,final,40,0.0,0.0,0.02602768875658512,0.026822740212082863,0.03154570981860161,0.0,0.0,0.0,0.0,0.0,-0.005518021062016487,-0.0007950514554977417
test:466,Qwen3-8B,45,benign,norm_matched,6,final,27,0.0,0.0,0.029799582436680794,0.03662761300802231,0.03060600347816944,0.0,0.0,1.0,0.0,0.0,-0.0008064210414886475,-0.006828030571341515
test:787,Qwen3-8B,45,benign,norm_matched,6,final,30,0.0,0.0,0.04548915475606918,0.03477362170815468,0.022873124107718468,0.0,0.0,1.0,0.0,1.0,0.022616030648350716,0.010715533047914505
test:63,Qwen3-8B,45,benign,norm_matched,6,final,20,0.0,0.0,0.01157655194401741,0.047407366335392,0.02268475852906704,0.0,0.0,1.0,0.0,0.0,-0.01110820658504963,-0.03583081439137459
test:1639,Qwen3-8B,45,benign,norm_matched,6,final,19,0.0,0.0,0.02483370155096054,0.012345847673714161,0.01274794526398182,0.0,0.0,0.0,0.0,1.0,0.012085756286978722,0.01248785387724638
test:2265,Qwen3-8B,45,benign,norm_matched,6,final,49,0.0,0.0,0.014162695035338402,0.018142802640795708,0.02050267904996872,0.0,0.0,0.0,0.0,0.0,-0.006339984014630318,-0.003980107605457306
test:1745,Qwen3-8B,45,benign,norm_matched,6,final,19,0.0,0.0,0.0336461178958416,0.036397114396095276,0.036690980195999146,0.0,0.0,0.0,0.0,0.0,-0.003044862300157547,-0.0027509965002536774
test:9,Qwen3-8B,45,benign,norm_matched,6,final,58,0.0,0.0,0.07383531332015991,0.08137275278568268,0.06592001020908356,0.0,0.0,1.0,0.0,1.0,0.007915303111076355,-0.007537439465522766
test:1279,Qwen3-8B,45,benign,norm_matched,6,final,17,0.0,0.0,0.02321050688624382,0.03613991662859917,0.03790043666958809,0.0,0.0,0.0,0.0,0.0,-0.014689929783344269,-0.012929409742355347
test:576,Qwen3-8B,45,benign,norm_matched,6,final,45,0.0,0.0,0.03564474359154701,0.057423077523708344,0.04822539538145065,0.0,0.0,1.0,0.0,0.0,-0.01258065178990364,-0.02177833393216133
test:2207,Qwen3-8B,45,benign,norm_matched,6,final,46,0.0,0.0,0.029032448306679726,0.04054011404514313,0.038929570466279984,0.0,0.0,1.0,0.0,0.0,-0.009897122159600258,-0.011507665738463402
test:2168,Qwen3-8B,45,benign,norm_matched,6,final,16,0.0,0.0,0.051522474735975266,0.049067962914705276,0.02239176258444786,0.0,0.0,1.0,0.0,1.0,0.029130712151527405,0.002454511821269989
test:805,Qwen3-8B,45,benign,norm_matched,6,final,50,0.0,0.0,0.010639728978276253,0.07015776634216309,0.03743727505207062,0.0,0.0,1.0,0.0,0.0,-0.026797546073794365,-0.05951803736388683
test:1197,Qwen3-8B,45,benign,norm_matched,6,final,66,0.0,0.0,0.030606724321842194,0.023731593042612076,0.021593812853097916,0.0,0.0,1.0,0.0,1.0,0.009012911468744278,0.006875131279230118
test:364,Qwen3-8B,45,benign,norm_matched,6,final,15,0.0,0.0,0.04936664178967476,0.031096089631319046,0.04715454950928688,0.0,0.0,0.0,0.0,1.0,0.0022120922803878784,0.018270552158355713
test:1644,Qwen3-8B,45,benign,norm_matched,6,final,53,0.0,0.0,0.025957779958844185,0.03148322552442551,0.03970971331000328,0.0,0.0,0.0,0.0,0.0,-0.013751933351159096,-0.005525445565581322
test:91,Qwen3-8B,45,benign,norm_matched,6,final,65,0.0,0.0,0.055250488221645355,0.04608168452978134,0.061679743230342865,0.0,0.0,0.0,0.0,0.0,-0.00642925500869751,0.009168803691864014
test:328,Qwen3-8B,45,benign,norm_matched,6,final,15,0.0,0.0,0.034872330725193024,0.03176862373948097,0.02254372276365757,0.0,0.0,1.0,0.0,1.0,0.012328607961535454,0.0031037069857120514
test:205,Qwen3-8B,45,benign,norm_matched,6,final,61,0.0,0.0,0.03737018629908562,0.045384448021650314,0.03670845180749893,0.0,0.0,1.0,0.0,1.0,0.0006617344915866852,-0.008014261722564697
test:1797,Qwen3-8B,45,benign,norm_matched,6,final,69,0.0,0.0,0.01276366040110588,0.026317769661545753,0.02208745665848255,0.0,0.0,1.0,0.0,0.0,-0.00932379625737667,-0.013554109260439873
test:1072,Qwen3-8B,45,benign,norm_matched,6,final,72,0.0,0.0,0.02980126440525055,0.041201069951057434,0.01803530752658844,0.0,0.0,1.0,0.0,1.0,0.01176595687866211,-0.011399805545806885
test:1445,Qwen3-8B,45,benign,norm_matched,6,final,38,0.0,0.0,0.07581877708435059,0.07220671325922012,0.06581086665391922,0.0,0.0,1.0,0.0,1.0,0.010007910430431366,0.0036120638251304626
test:630,Qwen3-8B,45,benign,norm_matched,6,final,54,0.0,0.0,0.0535634383559227,0.04052482172846794,0.03396992012858391,0.0,0.0,1.0,0.0,1.0,0.01959351822733879,0.013038616627454758
test:1252,Qwen3-8B,45,benign,norm_matched,6,final,65,0.0,0.0,0.03266412392258644,0.024492505937814713,0.039362430572509766,0.0,0.0,0.0,0.0,0.0,-0.006698306649923325,0.008171617984771729
test:1721,Qwen3-8B,45,benign,norm_matched,6,final,21,0.0,0.0,0.019657224416732788,0.02210959792137146,0.020747873932123184,0.0,0.0,1.0,0.0,0.0,-0.0010906495153903961,-0.002452373504638672
test:236,Qwen3-8B,45,benign,norm_matched,6,final,73,0.0,0.0,0.025077445432543755,0.05651416257023811,0.05529411882162094,0.0,0.0,1.0,0.0,0.0,-0.030216673389077187,-0.03143671713769436
test:612,Qwen3-8B,45,benign,norm_matched,6,final,42,0.0,0.0,0.022561730816960335,0.023135440424084663,0.025180598720908165,0.0,0.0,0.0,0.0,0.0,-0.00261886790394783,-0.0005737096071243286
test:354,Qwen3-8B,45,benign,norm_matched,6,final,51,0.0,0.0,0.03595034405589104,0.05962434783577919,0.04777444154024124,0.0,0.0,1.0,0.0,0.0,-0.011824097484350204,-0.023674003779888153
test:2047,Qwen3-8B,45,benign,norm_matched,6,final,34,0.0,0.0,0.04765550419688225,0.03559940308332443,0.029182162135839462,0.0,0.0,1.0,0.0,1.0,0.018473342061042786,0.012056101113557816
